period,series_id,measure,cpi_category,geography,unit,series_type,data_type,value,source_file
2020-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,86.05,640103.xlsx
2021-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,86.06,640103.xlsx
2021-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.57,640103.xlsx
2021-03-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,84.24,640103.xlsx
2021-04-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,84.15,640103.xlsx
2021-05-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,84.53,640103.xlsx
2021-06-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,84.93,640103.xlsx
2021-07-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.25,640103.xlsx
2021-08-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.51,640103.xlsx
2021-09-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.81,640103.xlsx
2021-10-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.55,640103.xlsx
2021-11-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,86.0,640103.xlsx
2021-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,86.55,640103.xlsx
2022-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,87.26,640103.xlsx
2022-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,89.6,640103.xlsx
2022-03-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.08,640103.xlsx
2022-04-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,85.14,640103.xlsx
2022-05-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,86.66,640103.xlsx
2022-06-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,88.27,640103.xlsx
2022-07-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,90.2,640103.xlsx
2022-08-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,90.33,640103.xlsx
2022-09-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,90.89,640103.xlsx
2022-10-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,92.52,640103.xlsx
2022-11-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,93.66,640103.xlsx
2022-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,94.62,640103.xlsx
2023-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,94.49,640103.xlsx
2023-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,94.43,640103.xlsx
2023-03-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,93.49,640103.xlsx
2023-04-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,94.54,640103.xlsx
2023-05-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,95.81,640103.xlsx
2023-06-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,94.82,640103.xlsx
2023-07-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,96.62,640103.xlsx
2023-08-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,97.88,640103.xlsx
2023-09-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.42,640103.xlsx
2023-10-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.66,640103.xlsx
2023-11-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.71,640103.xlsx
2023-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.6,640103.xlsx
2024-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.98,640103.xlsx
2024-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.18,640103.xlsx
2024-03-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,98.44,640103.xlsx
2024-04-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.86,640103.xlsx
2024-05-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.48,640103.xlsx
2024-06-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.75,640103.xlsx
2024-07-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.92,640103.xlsx
2024-08-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.57,640103.xlsx
2024-09-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.43,640103.xlsx
2024-10-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.97,640103.xlsx
2024-11-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.57,640103.xlsx
2024-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.01,640103.xlsx
2025-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.84,640103.xlsx
2025-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.64,640103.xlsx
2025-03-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,98.75,640103.xlsx
2025-04-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.07,640103.xlsx
2025-05-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.9,640103.xlsx
2025-06-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.99,640103.xlsx
2025-07-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.64,640103.xlsx
2025-08-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.36,640103.xlsx
2025-09-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,100.04,640103.xlsx
2025-11-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,99.58,640103.xlsx
2025-12-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,101.25,640103.xlsx
2026-01-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,101.75,640103.xlsx
2026-02-01,A130390598F,Index Numbers,Fish and other seafood,Australia,Index Numbers,Original,INDEX,101.13,640103.xlsx
2017-09-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,71.97,640103.xlsx
2017-10-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.44,640103.xlsx
2017-11-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.32,640103.xlsx
2017-12-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.15,640103.xlsx
2018-01-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.93,640103.xlsx
2018-02-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.66,640103.xlsx
2018-03-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.89,640103.xlsx
2018-04-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.19,640103.xlsx
2018-05-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.07,640103.xlsx
2018-06-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.15,640103.xlsx
2018-07-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.17,640103.xlsx
2018-08-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.77,640103.xlsx
2018-09-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,72.94,640103.xlsx
2018-10-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.16,640103.xlsx
2018-11-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.28,640103.xlsx
2018-12-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,74.15,640103.xlsx
2019-01-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.91,640103.xlsx
2019-02-01,A130393034C,Index Numbers,Dairy and related products,Australia,Index Numbers,Original,INDEX,73.6,640103.xlsx
